label,precision,recall,f1,support,error_rate
caution_and_advice,0.5135135135135135,0.5135135135135135,0.5135135135135135,74,0.6545454545454545
displaced_people_and_evacuations,0.8654545454545455,0.8947368421052632,0.8798521256931608,266,0.2145214521452145
infrastructure_and_utility_damage,0.6396761133603239,0.8977272727272727,0.7470449172576833,176,0.4037735849056604
injured_or_dead_people,0.0,0.0,0.0,0,1.0
missing_or_found_people,0.0,0.0,0.0,0,1.0
not_humanitarian,0.4146341463414634,0.6181818181818182,0.49635036496350365,55,0.6699029126213593
other_relevant_information,0.5572519083969466,0.3348623853211009,0.4183381088825215,218,0.7355072463768116
requests_or_urgent_needs,0.34615384615384615,0.6428571428571429,0.45,14,0.7096774193548387
rescue_volunteering_or_donation_effort,0.9429530201342282,0.8606431852986217,0.8999199359487589,653,0.1819505094614265
sympathy_and_support,0.7819548872180451,0.9203539823008849,0.8455284552845528,113,0.2676056338028169
