class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.5135135135135135,0.06756756756756757,0.1891891891891892,0.0,0.0,0.013513513513513514,0.20270270270270271,0.0,0.013513513513513514,0.0
displaced_people_and_evacuations,0.03383458646616541,0.8947368421052632,0.011278195488721804,0.0037593984962406013,0.0037593984962406013,0.0,0.0037593984962406013,0.007518796992481203,0.03007518796992481,0.011278195488721804
infrastructure_and_utility_damage,0.0,0.017045454545454544,0.8977272727272727,0.005681818181818182,0.0,0.03409090909090909,0.022727272727272728,0.0,0.005681818181818182,0.017045454545454544
injured_or_dead_people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missing_or_found_people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not_humanitarian,0.03636363636363636,0.05454545454545454,0.03636363636363636,0.0,0.01818181818181818,0.6181818181818182,0.16363636363636364,0.01818181818181818,0.0,0.05454545454545454
other_relevant_information,0.10091743119266056,0.027522935779816515,0.26605504587155965,0.0,0.0045871559633027525,0.11926605504587157,0.3348623853211009,0.013761467889908258,0.0779816513761468,0.05504587155963303
requests_or_urgent_needs,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.6428571428571429,0.14285714285714285,0.07142857142857142
rescue_volunteering_or_donation_effort,0.0015313935681470138,0.027565084226646247,0.018376722817764167,0.0,0.0,0.019908116385911178,0.0444104134762634,0.016845329249617153,0.8606431852986217,0.010719754977029096
sympathy_and_support,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.04424778761061947,0.9203539823008849
