class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.6288659793814433,0.010309278350515464,0.10309278350515463,0.030927835051546393,0.0,0.05154639175257732,0.17525773195876287,0.0,0.0,0.0
displaced_people_and_evacuations,0.046511627906976744,0.8062015503875969,0.023255813953488372,0.015503875968992248,0.0,0.015503875968992248,0.003875968992248062,0.023255813953488372,0.03488372093023256,0.031007751937984496
infrastructure_and_utility_damage,0.0,0.0711864406779661,0.7254237288135593,0.08813559322033898,0.006779661016949152,0.03728813559322034,0.02711864406779661,0.013559322033898305,0.006779661016949152,0.023728813559322035
injured_or_dead_people,0.0014684287812041115,0.021292217327459617,0.024963289280469897,0.8920704845814978,0.019823788546255508,0.016886930983847283,0.002936857562408223,0.0007342143906020558,0.0007342143906020558,0.01908957415565345
missing_or_found_people,0.008,0.016,0.0,0.2,0.76,0.0,0.0,0.0,0.0,0.016
not_humanitarian,0.01733477789815818,0.01950162513542795,0.07692307692307693,0.044420368364030335,0.0010834236186348862,0.6868905742145178,0.07475622968580715,0.011917659804983749,0.005417118093174431,0.06175514626218852
other_relevant_information,0.055020632737276476,0.037138927097661624,0.1856946354883081,0.04264099037138927,0.002751031636863824,0.36176066024759285,0.21595598349381018,0.012379642365887207,0.01925722145804677,0.06740027510316368
requests_or_urgent_needs,0.0,0.0,0.01818181818181818,0.0,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.509090909090909,0.3090909090909091,0.07272727272727272
rescue_volunteering_or_donation_effort,0.005045408678102927,0.025227043390514632,0.011099899091826439,0.022199798183652877,0.012108980827447022,0.03229061553985873,0.05348133198789102,0.04339051463168517,0.7558022199798183,0.039354187689202826
sympathy_and_support,0.024242424242424242,0.021212121212121213,0.00909090909090909,0.00909090909090909,0.0030303030303030303,0.012121212121212121,0.00909090909090909,0.0030303030303030303,0.07878787878787878,0.8303030303030303
