label,precision,recall,f1,support,error_rate
caution_and_advice,0.4206896551724138,0.6288659793814433,0.5041322314049587,97,0.6629834254143646
displaced_people_and_evacuations,0.6153846153846154,0.8062015503875969,0.6979865771812079,258,0.4639175257731959
infrastructure_and_utility_damage,0.44123711340206184,0.7254237288135593,0.5487179487179488,295,0.6219081272084805
injured_or_dead_people,0.8868613138686131,0.8920704845814978,0.8894582723279649,1362,0.1990771259063942
missing_or_found_people,0.6690140845070423,0.76,0.7116104868913857,125,0.4476744186046512
not_humanitarian,0.6482617586912065,0.6868905742145178,0.667017359284587,923,0.4996053670086819
other_relevant_information,0.5015974440894568,0.21595598349381018,0.3019230769230769,727,0.8221970554926388
requests_or_urgent_needs,0.27184466019417475,0.509090909090909,0.35443037974683544,55,0.7846153846153846
rescue_volunteering_or_donation_effort,0.9100850546780073,0.7558022199798183,0.8257993384785006,991,0.29671361502347415
sympathy_and_support,0.5879828326180258,0.8303030303030303,0.6884422110552765,330,0.47509578544061304
