label,precision,recall,f1,support,error_rate
caution_and_advice,0.37640449438202245,0.6907216494845361,0.4872727272727273,97,0.6778846153846154
displaced_people_and_evacuations,0.7047970479704797,0.7403100775193798,0.722117202268431,258,0.4349112426035503
infrastructure_and_utility_damage,0.5915915915915916,0.6677966101694915,0.6273885350318471,295,0.54292343387471
injured_or_dead_people,0.8932664756446992,0.9155653450807636,0.9042784626540973,1362,0.17471872931833224
missing_or_found_people,0.7024793388429752,0.68,0.6910569105691057,125,0.4720496894409938
not_humanitarian,0.5259493670886076,0.9003250270855905,0.6640031961646026,923,0.5029904306220095
other_relevant_information,0.0,0.0,0.0,727,1.0
requests_or_urgent_needs,0.2962962962962963,0.43636363636363634,0.35294117647058826,55,0.7857142857142857
rescue_volunteering_or_donation_effort,0.9072532699167658,0.7699293642785066,0.8329694323144105,991,0.2862488306828812
sympathy_and_support,0.703601108033241,0.7696969696969697,0.735166425470333,330,0.41876430205949655
