event,split,run_dir,predictions_csv,macro_f1,accuracy,num_total,key
canada_wildfires_2016,test,runs\canada_wildfires_2016\test\gpt-4o-mini\20251101-142051-modeS-RULES1-filtered-TIER1,runs\canada_wildfires_2016\test\gpt-4o-mini\20251101-142051-modeS-RULES1-filtered-TIER1\predictions.csv,0.6403597589296555,0.750561797752809,445,OPENAI_API_KEY_1
kaikoura_earthquake_2016,test,runs\kaikoura_earthquake_2016\test\gpt-4o-mini\20251101-142616-modeS-RULES1-filtered-TIER1,runs\kaikoura_earthquake_2016\test\gpt-4o-mini\20251101-142616-modeS-RULES1-filtered-TIER1\predictions.csv,0.6937878428871279,0.7004608294930875,435,OPENAI_API_KEY_1
cyclone_idai_2019,test,runs\cyclone_idai_2019\test\gpt-4o-mini\20251101-144645-modeS-RULES1-filtered-TIER1,runs\cyclone_idai_2019\test\gpt-4o-mini\20251101-144645-modeS-RULES1-filtered-TIER1\predictions.csv,0.5805867607211312,0.6816431322207959,779,OPENAI_API_KEY_1
hurricane_florence_2018,test,runs\hurricane_florence_2018\test\gpt-4o-mini\20251101-145213-modeS-RULES1-filtered-TIER1,runs\hurricane_florence_2018\test\gpt-4o-mini\20251101-145213-modeS-RULES1-filtered-TIER1\predictions.csv,0.6957400915228352,0.7526188557614827,1241,OPENAI_API_KEY_1
hurricane_maria_2017,test,runs\hurricane_maria_2017\test\gpt-4o-mini\20251101-145743-modeS-RULES1-filtered-TIER1,runs\hurricane_maria_2017\test\gpt-4o-mini\20251101-145743-modeS-RULES1-filtered-TIER1\predictions.csv,0.6223282285958702,0.6594857539958304,1442,OPENAI_API_KEY_1
california_wildfires_2018,test,runs\california_wildfires_2018\test\gpt-4o-mini\20251101-152312-modeS-RULES1-filtered-TIER1,runs\california_wildfires_2018\test\gpt-4o-mini\20251101-152312-modeS-RULES1-filtered-TIER1\predictions.csv,0.6142696219937853,0.7054794520547946,1461,OPENAI_API_KEY_1
hurricane_dorian_2019,test,runs\hurricane_dorian_2019\test\gpt-4o-mini\20251101-154343-modeS-RULES1-filtered-TIER1,runs\hurricane_dorian_2019\test\gpt-4o-mini\20251101-154343-modeS-RULES1-filtered-TIER1\predictions.csv,0.5833114333709304,0.6208975217682519,1508,OPENAI_API_KEY_1
kerala_floods_2018,test,runs\kerala_floods_2018\test\gpt-4o-mini\20251101-160415-modeS-RULES1-filtered-TIER1,runs\kerala_floods_2018\test\gpt-4o-mini\20251101-160415-modeS-RULES1-filtered-TIER1\predictions.csv,0.5487650934715085,0.6738442051931602,1582,OPENAI_API_KEY_1
hurricane_harvey_2017,test,runs\hurricane_harvey_2017\test\gpt-4o-mini\20251101-163446-modeS-RULES1-filtered-TIER1,runs\hurricane_harvey_2017\test\gpt-4o-mini\20251101-163446-modeS-RULES1-filtered-TIER1\predictions.csv,0.6221817309558606,0.6627842484747642,1805,OPENAI_API_KEY_1
hurricane_irma_2017,test,runs\hurricane_irma_2017\test\gpt-4o-mini\20251101-165517-modeS-RULES1-filtered-TIER1,runs\hurricane_irma_2017\test\gpt-4o-mini\20251101-165517-modeS-RULES1-filtered-TIER1\predictions.csv,0.6148872525369268,0.6397849462365591,1862,OPENAI_API_KEY_1
