class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.5135135135135135,0.05405405405405406,0.1891891891891892,0.0,0.0,0.013513513513513514,0.21621621621621623,0.0,0.013513513513513514,0.0
displaced_people_and_evacuations,0.03007518796992481,0.8872180451127819,0.011278195488721804,0.0037593984962406013,0.0037593984962406013,0.0,0.011278195488721804,0.011278195488721804,0.03007518796992481,0.011278195488721804
infrastructure_and_utility_damage,0.0,0.017045454545454544,0.8977272727272727,0.005681818181818182,0.0,0.028409090909090908,0.028409090909090908,0.0,0.005681818181818182,0.017045454545454544
injured_or_dead_people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missing_or_found_people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not_humanitarian,0.03636363636363636,0.05454545454545454,0.03636363636363636,0.0,0.01818181818181818,0.6181818181818182,0.16363636363636364,0.01818181818181818,0.01818181818181818,0.03636363636363636
other_relevant_information,0.09174311926605505,0.027522935779816515,0.25688073394495414,0.0,0.0045871559633027525,0.12844036697247707,0.3394495412844037,0.013761467889908258,0.07339449541284404,0.06422018348623854
requests_or_urgent_needs,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.6428571428571429,0.14285714285714285,0.07142857142857142
rescue_volunteering_or_donation_effort,0.0015313935681470138,0.02909647779479326,0.018376722817764167,0.0,0.0,0.019908116385911178,0.04900459418070444,0.015313935681470138,0.8560490045941807,0.010719754977029096
sympathy_and_support,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.04424778761061947,0.9203539823008849
