label,precision,recall,f1,support,error_rate
caution_and_advice,0.49122807017543857,0.3783783783783784,0.42748091603053434,74,0.7281553398058253
displaced_people_and_evacuations,0.8561151079136691,0.8947368421052632,0.8749999999999999,266,0.2222222222222222
infrastructure_and_utility_damage,0.6396761133603239,0.8977272727272727,0.7470449172576833,176,0.4037735849056604
injured_or_dead_people,0.0,0.0,0.0,0,1.0
missing_or_found_people,0.0,0.0,0.0,0,1.0
not_humanitarian,0.44155844155844154,0.6181818181818182,0.5151515151515151,55,0.6530612244897959
other_relevant_information,0.4888888888888889,0.4036697247706422,0.4422110552763819,218,0.7161290322580646
requests_or_urgent_needs,0.35714285714285715,0.7142857142857143,0.4761904761904762,14,0.6875
rescue_volunteering_or_donation_effort,0.9561243144424132,0.8009188361408882,0.8716666666666668,653,0.2274741506646972
sympathy_and_support,0.7066666666666667,0.9380530973451328,0.8060836501901141,113,0.3248407643312102
