class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.5773195876288659,0.010309278350515464,0.12371134020618557,0.041237113402061855,0.0,0.05154639175257732,0.1958762886597938,0.0,0.0,0.0
displaced_people_and_evacuations,0.03875968992248062,0.8023255813953488,0.023255813953488372,0.01937984496124031,0.007751937984496124,0.01937984496124031,0.01937984496124031,0.023255813953488372,0.027131782945736434,0.01937984496124031
infrastructure_and_utility_damage,0.003389830508474576,0.0576271186440678,0.711864406779661,0.10508474576271186,0.0,0.04745762711864407,0.030508474576271188,0.020338983050847456,0.003389830508474576,0.020338983050847456
injured_or_dead_people,0.0014684287812041115,0.01762114537444934,0.032305433186490456,0.895741556534508,0.013950073421439061,0.018355359765051395,0.0007342143906020558,0.0,0.0007342143906020558,0.01908957415565345
missing_or_found_people,0.0,0.008,0.008,0.224,0.736,0.0,0.008,0.0,0.0,0.016
not_humanitarian,0.020585048754062838,0.01950162513542795,0.0628385698808234,0.03791982665222102,0.0010834236186348862,0.685807150595883,0.09750812567713976,0.013001083423618635,0.0032502708559046588,0.05850487540628386
other_relevant_information,0.04951856946354883,0.033012379642365884,0.1746905089408528,0.048143053645116916,0.0041265474552957355,0.3452544704264099,0.25997248968363135,0.011004126547455296,0.0068775790921595595,0.06740027510316368
requests_or_urgent_needs,0.01818181818181818,0.0,0.01818181818181818,0.0,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.6363636363636364,0.23636363636363636,0.01818181818181818
rescue_volunteering_or_donation_effort,0.005045408678102927,0.03128153380423814,0.017154389505549948,0.022199798183652877,0.014127144298688193,0.030272452068617558,0.06256306760847628,0.05247225025227043,0.7144298688193743,0.050454086781029264
sympathy_and_support,0.01818181818181818,0.024242424242424242,0.0030303030303030303,0.012121212121212121,0.006060606060606061,0.015151515151515152,0.015151515151515152,0.00909090909090909,0.0696969696969697,0.8272727272727273
