label,precision,recall,f1,support,error_rate
caution_and_advice,0.4117647058823529,0.5773195876288659,0.4806866952789699,97,0.6836158192090396
displaced_people_and_evacuations,0.6253776435045317,0.8023255813953488,0.7028862478777589,258,0.4581151832460733
infrastructure_and_utility_damage,0.44025157232704404,0.711864406779661,0.5440414507772021,295,0.6263345195729537
injured_or_dead_people,0.8815028901734104,0.895741556534508,0.8885651857246906,1362,0.20052424639580602
missing_or_found_people,0.6865671641791045,0.736,0.7104247104247104,125,0.4491017964071856
not_humanitarian,0.6525773195876289,0.685807150595883,0.6687797147385104,923,0.4976190476190476
other_relevant_information,0.49476439790575916,0.25997248968363135,0.3408476104598738,727,0.7945652173913044
requests_or_urgent_needs,0.28688524590163933,0.6363636363636364,0.39548022598870053,55,0.7535211267605634
rescue_volunteering_or_donation_effort,0.9303547963206308,0.7144298688193743,0.8082191780821918,991,0.3218390804597701
sympathy_and_support,0.5858369098712446,0.8272727272727273,0.6859296482412061,330,0.4780114722753346
