class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.5773195876288659,0.010309278350515464,0.12371134020618557,0.061855670103092786,0.0,0.05154639175257732,0.17525773195876287,0.0,0.0,0.0
displaced_people_and_evacuations,0.03875968992248062,0.8062015503875969,0.027131782945736434,0.01937984496124031,0.003875968992248062,0.015503875968992248,0.003875968992248062,0.031007751937984496,0.027131782945736434,0.027131782945736434
infrastructure_and_utility_damage,0.003389830508474576,0.06779661016949153,0.7322033898305085,0.08135593220338982,0.003389830508474576,0.02711864406779661,0.04406779661016949,0.01694915254237288,0.003389830508474576,0.020338983050847456
injured_or_dead_people,0.0007342143906020558,0.020558002936857563,0.027165932452276064,0.8994126284875184,0.014684287812041116,0.010279001468428781,0.0014684287812041115,0.0007342143906020558,0.0007342143906020558,0.024229074889867842
missing_or_found_people,0.0,0.008,0.008,0.208,0.768,0.0,0.0,0.0,0.0,0.008
not_humanitarian,0.032502708559046585,0.021668472372697724,0.10834236186348863,0.03791982665222102,0.0010834236186348862,0.5796316359696642,0.12026002166847237,0.015167930660888408,0.004333694474539545,0.0790899241603467
other_relevant_information,0.055020632737276476,0.0343878954607978,0.2063273727647868,0.04676753782668501,0.005502063273727648,0.27785419532324623,0.2737276478679505,0.015130674002751032,0.012379642365887207,0.07290233837689133
requests_or_urgent_needs,0.01818181818181818,0.0,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.0,0.6909090909090909,0.2,0.03636363636363636
rescue_volunteering_or_donation_effort,0.005045408678102927,0.03229061553985873,0.022199798183652877,0.022199798183652877,0.014127144298688193,0.017154389505549948,0.056508577194752774,0.05751765893037336,0.7103935418768921,0.06256306760847628
sympathy_and_support,0.01818181818181818,0.021212121212121213,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.0030303030303030303,0.00909090909090909,0.00909090909090909,0.06666666666666667,0.8545454545454545
