label,precision,recall,f1,support,error_rate
caution_and_advice,0.37333333333333335,0.5773195876288659,0.4534412955465587,97,0.7068062827225131
displaced_people_and_evacuations,0.6081871345029239,0.8062015503875969,0.6933333333333332,258,0.46938775510204084
infrastructure_and_utility_damage,0.39416058394160586,0.7322033898305085,0.512455516014235,295,0.6555023923444976
injured_or_dead_people,0.8883248730964467,0.8994126284875184,0.893834367019336,1362,0.19195250659630606
missing_or_found_people,0.6857142857142857,0.768,0.7245283018867925,125,0.4319526627218935
not_humanitarian,0.6797966963151207,0.5796316359696642,0.6257309941520469,923,0.5446808510638298
other_relevant_information,0.49502487562189057,0.2737276478679505,0.3525243578387954,727,0.7860215053763441
requests_or_urgent_needs,0.2773722627737226,0.6909090909090909,0.3958333333333333,55,0.7532467532467533
rescue_volunteering_or_donation_effort,0.927536231884058,0.7103935418768921,0.8045714285714286,991,0.32695984703632885
sympathy_and_support,0.5433526011560693,0.8545454545454545,0.6643109540636042,330,0.5026455026455027
