class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.6804123711340206,0.010309278350515464,0.05154639175257732,0.061855670103092786,0.0,0.07216494845360824,0.1134020618556701,0.010309278350515464,0.0,0.0
displaced_people_and_evacuations,0.04263565891472868,0.8178294573643411,0.015503875968992248,0.015503875968992248,0.0,0.011627906976744186,0.0,0.01937984496124031,0.050387596899224806,0.027131782945736434
infrastructure_and_utility_damage,0.003389830508474576,0.06440677966101695,0.6983050847457627,0.10508474576271186,0.0,0.04745762711864407,0.03389830508474576,0.01694915254237288,0.006779661016949152,0.023728813559322035
injured_or_dead_people,0.0007342143906020558,0.022026431718061675,0.011747430249632892,0.922173274596182,0.010279001468428781,0.011013215859030838,0.0007342143906020558,0.0007342143906020558,0.0014684287812041115,0.01908957415565345
missing_or_found_people,0.008,0.008,0.0,0.24,0.736,0.0,0.0,0.0,0.0,0.008
not_humanitarian,0.024918743228602384,0.021668472372697724,0.05850487540628386,0.044420368364030335,0.0010834236186348862,0.7107258938244854,0.0552546045503792,0.010834236186348862,0.004333694474539545,0.06825568797399784
other_relevant_information,0.07290233837689133,0.03576341127922971,0.14718019257221457,0.04401650618982118,0.0041265474552957355,0.40990371389270974,0.1815680880330124,0.016506189821182942,0.015130674002751032,0.07290233837689133
requests_or_urgent_needs,0.0,0.0,0.03636363636363636,0.0,0.01818181818181818,0.01818181818181818,0.0,0.509090909090909,0.38181818181818183,0.03636363636363636
rescue_volunteering_or_donation_effort,0.004036326942482341,0.028254288597376387,0.015136226034308779,0.02320887991927346,0.011099899091826439,0.03128153380423814,0.044399596367305755,0.029263370332996974,0.7749747729566094,0.03834510595358224
sympathy_and_support,0.024242424242424242,0.02727272727272727,0.00909090909090909,0.015151515151515152,0.0030303030303030303,0.00909090909090909,0.006060606060606061,0.0030303030303030303,0.10606060606060606,0.796969696969697
