label,precision,recall,f1,support,error_rate
caution_and_advice,0.39285714285714285,0.6804123711340206,0.4981132075471698,97,0.6683417085427136
displaced_people_and_evacuations,0.6115942028985507,0.8178294573643411,0.6998341625207297,258,0.461734693877551
infrastructure_and_utility_damage,0.5,0.6983050847457627,0.5827439886845827,295,0.5888223552894212
injured_or_dead_people,0.8795518207282913,0.922173274596182,0.9003584229390681,1362,0.18122555410691005
missing_or_found_people,0.7479674796747967,0.736,0.7419354838709679,125,0.41025641025641024
not_humanitarian,0.6381322957198443,0.7107258938244854,0.67247565351102,923,0.4934362934362934
other_relevant_information,0.5258964143426295,0.1815680880330124,0.26993865030674846,727,0.8439716312056738
requests_or_urgent_needs,0.30434782608695654,0.509090909090909,0.38095238095238093,55,0.7647058823529411
rescue_volunteering_or_donation_effort,0.897196261682243,0.7749747729566094,0.8316188413643747,991,0.2882298424467099
sympathy_and_support,0.5717391304347826,0.796969696969697,0.6658227848101266,330,0.5009487666034156
