class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.6597938144329897,0.010309278350515464,0.061855670103092786,0.030927835051546393,0.0,0.13402061855670103,0.10309278350515463,0.0,0.0,0.0
displaced_people_and_evacuations,0.050387596899224806,0.7945736434108527,0.01937984496124031,0.01937984496124031,0.0,0.01937984496124031,0.003875968992248062,0.027131782945736434,0.03875968992248062,0.027131782945736434
infrastructure_and_utility_damage,0.0,0.07457627118644068,0.6677966101694915,0.09830508474576272,0.0,0.1016949152542373,0.013559322033898305,0.013559322033898305,0.006779661016949152,0.023728813559322035
injured_or_dead_people,0.0014684287812041115,0.016152716593245228,0.015418502202643172,0.9016152716593245,0.01762114537444934,0.02276064610866373,0.0007342143906020558,0.0014684287812041115,0.0014684287812041115,0.021292217327459617
missing_or_found_people,0.008,0.016,0.0,0.2,0.76,0.0,0.008,0.0,0.0,0.008
not_humanitarian,0.00866738894907909,0.016251354279523293,0.041170097508125676,0.032502708559046585,0.0010834236186348862,0.7984832069339112,0.02925243770314193,0.011917659804983749,0.004333694474539545,0.056338028169014086
other_relevant_information,0.048143053645116916,0.03163686382393398,0.13892709766162312,0.033012379642365884,0.002751031636863824,0.546079779917469,0.10453920220082531,0.011004126547455296,0.017881705639614855,0.06602475928473177
requests_or_urgent_needs,0.0,0.0,0.01818181818181818,0.0,0.03636363636363636,0.05454545454545454,0.01818181818181818,0.509090909090909,0.2909090909090909,0.07272727272727272
rescue_volunteering_or_donation_effort,0.006054490413723511,0.025227043390514632,0.011099899091826439,0.02320887991927346,0.011099899091826439,0.04944500504540868,0.04843592330978809,0.04339051463168517,0.7376387487386479,0.044399596367305755
sympathy_and_support,0.01818181818181818,0.024242424242424242,0.0030303030303030303,0.00909090909090909,0.0030303030303030303,0.030303030303030304,0.006060606060606061,0.0,0.07575757575757576,0.8303030303030303
