label,precision,recall,f1,support,error_rate
caution_and_advice,0.4690265486725664,0.5463917525773195,0.5047619047619047,97,0.6624203821656051
displaced_people_and_evacuations,0.6352201257861635,0.7829457364341085,0.7013888888888888,258,0.45989304812834225
infrastructure_and_utility_damage,0.387037037037037,0.7084745762711865,0.5005988023952096,295,0.6661341853035144
injured_or_dead_people,0.8706713780918728,0.9045521292217328,0.8872884407634137,1362,0.20258899676375405
missing_or_found_people,0.6744186046511628,0.696,0.68503937007874,125,0.47904191616766467
not_humanitarian,0.6929347826086957,0.5525460455037919,0.6148282097649186,923,0.556135770234987
other_relevant_information,0.47358490566037736,0.3452544704264099,0.39936356404136836,727,0.7504970178926441
requests_or_urgent_needs,0.2608695652173913,0.6545454545454545,0.3730569948186528,55,0.7707006369426752
rescue_volunteering_or_donation_effort,0.9233766233766234,0.7174571140262361,0.8074957410562181,991,0.32285714285714284
sympathy_and_support,0.5675105485232067,0.8151515151515152,0.6691542288557214,330,0.497196261682243
