class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.3918918918918919,0.08108108108108109,0.22972972972972974,0.0,0.0,0.013513513513513514,0.2702702702702703,0.0,0.013513513513513514,0.0
displaced_people_and_evacuations,0.03383458646616541,0.8796992481203008,0.018796992481203006,0.011278195488721804,0.0037593984962406013,0.0,0.011278195488721804,0.011278195488721804,0.018796992481203006,0.011278195488721804
infrastructure_and_utility_damage,0.0,0.017045454545454544,0.8977272727272727,0.005681818181818182,0.0,0.028409090909090908,0.028409090909090908,0.005681818181818182,0.005681818181818182,0.011363636363636364
injured_or_dead_people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missing_or_found_people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not_humanitarian,0.03636363636363636,0.07272727272727272,0.03636363636363636,0.0,0.0,0.5818181818181818,0.23636363636363636,0.01818181818181818,0.0,0.01818181818181818
other_relevant_information,0.0779816513761468,0.027522935779816515,0.26605504587155965,0.0,0.0045871559633027525,0.09174311926605505,0.39908256880733944,0.009174311926605505,0.05045871559633028,0.07339449541284404
requests_or_urgent_needs,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.07142857142857142,0.07142857142857142
rescue_volunteering_or_donation_effort,0.0030627871362940277,0.030627871362940276,0.019908116385911178,0.0,0.0015313935681470138,0.019908116385911178,0.07197549770290965,0.016845329249617153,0.7932618683001531,0.042879019908116385
sympathy_and_support,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.9469026548672567
