label,precision,recall,f1,support,error_rate
caution_and_advice,0.47540983606557374,0.3918918918918919,0.42962962962962964,74,0.7264150943396226
displaced_people_and_evacuations,0.850909090909091,0.8796992481203008,0.8650646950092421,266,0.23778501628664495
infrastructure_and_utility_damage,0.6245059288537549,0.8977272727272727,0.7365967365967365,176,0.41697416974169743
injured_or_dead_people,0.0,0.0,0.0,0,1.0
missing_or_found_people,0.0,0.0,0.0,0,1.0
not_humanitarian,0.4383561643835616,0.5818181818181818,0.5,55,0.6666666666666666
other_relevant_information,0.49714285714285716,0.39908256880733944,0.4427480916030534,218,0.7156862745098039
requests_or_urgent_needs,0.35714285714285715,0.7142857142857143,0.4761904761904762,14,0.6875
rescue_volunteering_or_donation_effort,0.961038961038961,0.7932618683001531,0.8691275167785235,653,0.2314540059347181
sympathy_and_support,0.6772151898734177,0.9469026548672567,0.7896678966789668,113,0.3475609756097561
