label,precision,recall,f1,support,error_rate
caution_and_advice,0.527027027027027,0.527027027027027,0.527027027027027,74,0.6422018348623854
displaced_people_and_evacuations,0.8530465949820788,0.8947368421052632,0.8733944954128441,266,0.2247557003257329
infrastructure_and_utility_damage,0.6583333333333333,0.8977272727272727,0.7596153846153845,176,0.3875968992248062
injured_or_dead_people,0.0,0.0,0.0,0,1.0
missing_or_found_people,0.0,0.0,0.0,0,1.0
not_humanitarian,0.3504273504273504,0.7454545454545455,0.47674418604651164,55,0.6870229007633588
other_relevant_information,0.532258064516129,0.30275229357798167,0.3859649122807018,218,0.7608695652173914
requests_or_urgent_needs,0.3448275862068966,0.7142857142857143,0.46511627906976755,14,0.696969696969697
rescue_volunteering_or_donation_effort,0.956989247311828,0.8177641653905053,0.8819157720891825,653,0.21122599704579026
sympathy_and_support,0.7291666666666666,0.9292035398230089,0.8171206225680934,113,0.3092105263157895
