label,precision,recall,f1,support,error_rate
caution_and_advice,0.3939393939393939,0.6701030927835051,0.4961832061068702,97,0.6700507614213198
displaced_people_and_evacuations,0.60932944606414,0.810077519379845,0.6955074875207987,258,0.46683673469387754
infrastructure_and_utility_damage,0.5061728395061729,0.6949152542372882,0.5857142857142857,295,0.5858585858585859
injured_or_dead_people,0.8821052631578947,0.9229074889867841,0.9020452099031215,1362,0.1784313725490196
missing_or_found_people,0.75,0.72,0.7346938775510204,125,0.41935483870967744
not_humanitarian,0.6320305052430887,0.7183098591549296,0.6724137931034483,923,0.4935064935064935
other_relevant_information,0.516,0.17744154057771663,0.26407369498464683,727,0.847877358490566
requests_or_urgent_needs,0.3111111111111111,0.509090909090909,0.38620689655172413,55,0.7606837606837606
rescue_volunteering_or_donation_effort,0.8960280373831776,0.7739656912209889,0.8305360043313481,991,0.2898148148148148
sympathy_and_support,0.5760869565217391,0.803030303030303,0.6708860759493671,330,0.49523809523809526
