label,precision,recall,f1,support,error_rate
caution_and_advice,0.4262295081967213,0.5360824742268041,0.4748858447488584,97,0.688622754491018
displaced_people_and_evacuations,0.6153846153846154,0.8062015503875969,0.6979865771812079,258,0.4639175257731959
infrastructure_and_utility_damage,0.4165029469548134,0.7186440677966102,0.5273631840796019,295,0.6418918918918919
injured_or_dead_people,0.8839941262848752,0.8839941262848752,0.8839941262848752,1362,0.20789473684210527
missing_or_found_people,0.6842105263157895,0.728,0.7054263565891472,125,0.4550898203592814
not_humanitarian,0.6469408224674023,0.6988082340195017,0.6718750000000001,923,0.49411764705882355
other_relevant_information,0.5114942528735632,0.24484181568088034,0.33116279069767446,727,0.8015607580824972
requests_or_urgent_needs,0.2642857142857143,0.6727272727272727,0.37948717948717947,55,0.7658227848101266
rescue_volunteering_or_donation_effort,0.9337837837837838,0.6972754793138244,0.7983824378971692,991,0.33557692307692305
sympathy_and_support,0.5780590717299579,0.8303030303030303,0.6815920398009951,330,0.4830188679245283
