class_label,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
caution_and_advice,0.711340206185567,0.010309278350515464,0.05154639175257732,0.05154639175257732,0.0,0.17525773195876287,0.0,0.0,0.0,0.0
displaced_people_and_evacuations,0.050387596899224806,0.7984496124031008,0.01937984496124031,0.023255813953488372,0.0,0.023255813953488372,0.0,0.023255813953488372,0.03875968992248062,0.023255813953488372
infrastructure_and_utility_damage,0.003389830508474576,0.07796610169491526,0.6440677966101694,0.1016949152542373,0.0,0.13220338983050847,0.0,0.013559322033898305,0.006779661016949152,0.020338983050847456
injured_or_dead_people,0.0007342143906020558,0.019823788546255508,0.011747430249632892,0.9023494860499266,0.018355359765051395,0.027900146842878122,0.0,0.0007342143906020558,0.0014684287812041115,0.016886930983847283
missing_or_found_people,0.008,0.008,0.0,0.208,0.752,0.008,0.0,0.0,0.0,0.016
not_humanitarian,0.014084507042253521,0.016251354279523293,0.035752979414951244,0.035752979414951244,0.0010834236186348862,0.8277356446370531,0.0,0.010834236186348862,0.004333694474539545,0.05417118093174431
other_relevant_information,0.0687757909215956,0.03851444291609354,0.12379642365887207,0.039889958734525444,0.002751031636863824,0.6286107290233838,0.0,0.013755158184319119,0.01925722145804677,0.06464924346629987
requests_or_urgent_needs,0.01818181818181818,0.0,0.0,0.0,0.03636363636363636,0.05454545454545454,0.0,0.509090909090909,0.3090909090909091,0.07272727272727272
rescue_volunteering_or_donation_effort,0.012108980827447022,0.029263370332996974,0.016145307769929364,0.02320887991927346,0.011099899091826439,0.06760847628657922,0.0,0.04742684157416751,0.7507568113017155,0.04238143289606458
sympathy_and_support,0.021212121212121213,0.024242424242424242,0.0,0.012121212121212121,0.0030303030303030303,0.03939393939393939,0.0,0.0030303030303030303,0.07575757575757576,0.8212121212121212
