label,precision,recall,f1,support,error_rate
caution_and_advice,0.4107142857142857,0.711340206185567,0.5207547169811321,97,0.6479591836734694
displaced_people_and_evacuations,0.6094674556213018,0.7984496124031008,0.691275167785235,258,0.4717948717948718
infrastructure_and_utility_damage,0.5352112676056338,0.6440677966101694,0.5846153846153846,295,0.5869565217391305
injured_or_dead_people,0.8873646209386281,0.9023494860499266,0.8947943210775391,1362,0.1903820816864295
missing_or_found_people,0.6911764705882353,0.752,0.7203065134099617,125,0.437125748502994
not_humanitarian,0.5437722419928825,0.8277356446370531,0.6563573883161512,923,0.5115089514066496
other_relevant_information,0.0,0.0,0.0,727,1.0
requests_or_urgent_needs,0.2616822429906542,0.509090909090909,0.34567901234567894,55,0.7910447761194029
rescue_volunteering_or_donation_effort,0.9095354523227384,0.7507568113017155,0.8225538971807628,991,0.30140845070422534
sympathy_and_support,0.6008869179600886,0.8212121212121212,0.6939820742637645,330,0.46862745098039216
